critical_distractor,condition,critical_target,target_sentence,sentence_number,alt_sentence,pair_distractor,pair_correct,sentence_block.thisRepN,sentence_block.thisTrialN,sentence_block.thisN,sentence_block.thisIndex,sentence_trial.thisRepN,sentence_trial.thisTrialN,sentence_trial.thisN,sentence_trial.thisIndex,resp,resp.RT,resp.acc,block.acc,block.RT,participant,version,exp_name,frameRate,session,date,session_start,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,Ｘ,说,0,1,1,1,0,0,0,0,1,601.5,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,镑,是,0,1,1,1,0,1,1,1,1,395.0,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,动,一,0,1,1,1,0,2,2,2,0,350.7,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,卩,年,0,1,1,1,0,3,3,3,0,278.5,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,满,连,0,1,1,1,0,4,4,4,0,311.4,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,洲,本,0,1,1,1,0,5,5,5,0,451.2,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,革,带,0,1,1,1,0,6,6,6,1,391.9,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,院,息,0,1,1,1,0,7,7,7,0,304.2,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,雌,还,0,1,1,1,0,8,8,8,1,380.4,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,丫.,清.,0,1,1,1,0,9,9,9,0,516.8,1,,,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
院,4,息,说 | 是 | 一 | 年 | 连 | 本 | 带 | 息 | 还 | 清.,2,Ｘ | 镑 | 动 | 卩 | 满 | 洲 | 革 | 院 | 雌 | 丫.,,,0,1,1,1,,,,,,,,1,6385.0,917,1.0.0,untitled,59.7717608163,001,2016-10-26,00:21:22,
